City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
275,valparai,10.3667,76.9667,288.52,93,100,1.14,IN,1697332118
276,ciudad real,39.0,-4.0,288.77,94,7,3.58,ES,1697332118
277,kailaras,26.3167,77.6167,298.82,45,28,2.45,IN,1697331918
278,selibaby,15.159,-12.1829,303.79,41,100,3.57,MR,1697332119
279,garoua,9.3,13.4,299.51,70,100,2.67,CM,1697332119
280,island harbour,50.724,-1.2758,280.89,89,0,1.79,GB,1697332119
281,soio,-6.1349,12.3689,297.96,84,100,4.73,AO,1697332119
282,launceston,-41.45,147.1667,286.12,47,40,5.66,AU,1697332119
283,mount vernon,40.9126,-73.8371,283.68,87,100,3.6,US,1697332119
284,fale old settlement,-9.3852,-171.2468,301.61,76,90,9.16,TK,1697332120
285,sovetsk,55.0839,21.8785,282.78,71,9,7.45,RU,1697332120
286,charleston,32.7766,-79.9309,294.27,89,0,4.63,US,1697331968
287,dhangadhi,28.7079,80.5961,293.2,76,9,0.9,NP,1697332120
288,merizo village,13.2658,144.6691,303.47,84,100,5.17,GU,1697332120
289,fisterra,42.9049,-9.2629,288.57,79,100,2.23,ES,1697332120
290,yinchuan,38.4681,106.2731,287.71,29,0,1.67,CN,1697332120
291,krupki,54.3178,29.1358,283.72,75,100,3.13,BY,1697332120
292,kanker,20.2719,81.4931,294.25,70,0,1.22,IN,1697331979
293,crane,31.3974,-102.3501,292.14,30,0,3.69,US,1697332121
294,pyt-yakh,60.7499,72.8582,277.96,88,100,3.74,RU,1697332121
295,kapa'a,22.0752,-159.319,302.14,69,0,7.2,US,1697332121
296,bodaybo,57.8506,114.1933,274.56,84,100,2.11,RU,1697332121
297,tucumcari,35.1717,-103.725,285.9,46,0,3.6,US,1697332121
298,puerto aysen,-45.4,-72.7,278.47,99,87,1.82,CL,1697332121
299,morant bay,17.8815,-76.4093,299.1,85,49,2.52,JM,1697332121
300,dukhan,25.4297,50.7858,302.77,55,0,1.27,QA,1697332122
301,dedza,-14.3779,34.3332,292.25,49,83,1.45,MW,1697332122
302,codrington,-38.2667,141.9667,286.53,73,100,6.62,AU,1697332122
303,chatham,51.3789,0.5279,281.07,70,2,0.45,GB,1697332122
304,pangkalanbuun,-2.6833,111.6167,302.79,64,100,2.0,ID,1697332122
305,ahmadpur,18.7,76.9333,295.89,66,13,1.36,IN,1697332122
306,sabzevar,36.2126,57.6819,287.98,45,19,2.59,IR,1697331992
307,farkhar,36.5729,69.8578,283.11,79,73,0.3,AF,1697332123
308,moncks corner,33.196,-80.0131,294.06,84,0,3.09,US,1697332123
309,vila franca do campo,37.7167,-25.4333,294.75,99,100,2.77,PT,1697332123
310,usogorsk,63.4106,48.6872,275.74,96,100,5.39,RU,1697332123
311,mana,5.6592,-53.7767,300.62,82,36,5.71,GF,1697332123
312,pangody,65.85,74.4859,272.84,88,100,4.97,RU,1697332123
313,hanzhong,33.0728,107.0303,289.19,70,0,0.65,CN,1697332123
314,brokopondo,4.75,-55.1667,301.39,73,100,6.82,SR,1697332123
315,antonio enes,-16.2325,39.9086,297.91,88,32,4.7,MZ,1697332124
316,kulhudhuffushi,6.6221,73.07,299.45,76,100,2.42,MV,1697332124
317,smithers,54.7804,-127.1743,284.59,71,100,0.51,CA,1697332124
318,piti village,13.4626,144.6933,303.64,83,40,5.66,GU,1697332124
319,as sanad,34.4628,9.264,291.91,35,0,1.22,TN,1697332124
320,kisesa,-3.0833,34.15,296.54,59,100,1.98,TZ,1697332124
321,aykhal,66.0,111.5,262.08,92,35,0.89,RU,1697332124
322,sunrise manor,36.2111,-115.0731,299.39,15,20,1.54,US,1697331856
323,saudarkrokur,65.7461,-19.6394,274.45,95,100,6.87,IS,1697332125
324,labrador city,52.9463,-66.9114,278.34,93,100,8.14,CA,1697332125
325,cidreira,-30.1811,-50.2056,289.99,85,56,8.46,BR,1697332125
326,howard springs,-12.497,131.047,304.1,30,40,3.08,AU,1697331930
327,solok,-0.7918,100.6593,295.68,81,99,0.32,ID,1697332125
328,casper,42.8666,-106.3131,281.33,66,0,3.6,US,1697332125
329,magadan,59.5667,150.8,271.78,73,100,2.68,RU,1697332125
330,pasuquin,18.3328,120.6177,303.12,79,20,2.06,PH,1697332125
331,fish town,5.1964,-7.8756,295.39,99,100,0.99,LR,1697332126
332,paragominas,-2.9667,-47.4833,298.41,75,91,2.45,BR,1697331974
333,lagoa,39.05,-27.9833,293.6,83,100,4.13,PT,1697332126
334,iskateley,67.6803,53.1512,270.94,93,67,1.79,RU,1697332126
335,atar,20.5169,-13.0499,303.39,15,5,4.36,MR,1697332126
336,sitangkai,4.6628,119.3928,301.94,74,100,4.58,PH,1697332126
337,yuzhno-kurilsk,44.0306,145.8556,287.25,69,98,2.02,RU,1697332126
338,haining,30.5363,120.6864,292.16,67,0,3.67,CN,1697332126
339,riverside,33.7333,-116.0508,301.59,19,0,1.54,US,1697331910
340,east london,-33.0153,27.9116,288.18,81,98,3.18,ZA,1697332127
341,westport,41.1415,-73.3579,284.05,90,100,2.57,US,1697331973
342,huesca,42.1362,-0.4087,288.53,83,0,3.09,ES,1697332127
343,sinan,34.8262,126.1086,292.09,69,3,7.8,KR,1697332127
344,el granada,37.5027,-122.4694,295.95,83,100,5.66,US,1697332127
345,mercedes,-34.6515,-59.4307,288.59,69,0,4.83,AR,1697332127
346,mhamid,29.82,-5.72,296.19,27,22,2.29,MA,1697332127
347,robore,-18.3333,-59.75,300.9,45,9,1.53,BO,1697332128
348,harstad,68.799,16.5293,277.68,74,100,11.62,NO,1697332128
349,jiangyou,31.7667,104.7167,292.08,72,69,0.99,CN,1697332128
350,galesong,-5.3166,119.3661,305.16,57,6,0.36,ID,1697332128
351,mount gambier,-37.8333,140.7667,287.46,60,100,5.0,AU,1697332128
352,vilhena,-12.7406,-60.1458,298.15,66,41,1.48,BR,1697332100
353,georgetown,5.4112,100.3354,300.11,89,40,2.24,MY,1697331863
354,chinde,26.8418,88.0763,287.69,80,11,1.58,NP,1697332128
355,numan,9.4667,12.0333,299.72,75,100,4.09,NG,1697332129
